prompt,completion
天顺风能(苏州)股份有限公司的股东有哪些?,青岛城投金融控股集团有限公司、英属维尔京群岛乐顺控股有限公司、上海天神投资管理有限公司、新疆利能股权投资管理合伙企业(有限合伙)、香港中央结算有限公司、青岛金石灏汭投资有限公司、兴业银行股份有限公司、全国社保基金104组合、易方达新丝路
天顺风能(苏州)股份有限公司的公司地址？,"上海市长宁区长宁路1193号来福士广场T3,1203"
天顺风能(苏州)股份有限公司的证券代码是？,002531
天顺风能(苏州)股份有限公司的法人代表？,严俊旭
天顺风能(苏州)股份有限公司的中文简称？,天顺风能
日播时尚集团股份有限公司的股东有哪些?,上海日播投资控股有限公司、瑞士银行、曲江亭、林亮、王卫东、郑征
日播时尚集团股份有限公司的公司地址？,上海市松江区中山街道茸阳路98号
日播时尚集团股份有限公司的证券代码是？,603196
日播时尚集团股份有限公司的法人代表？,王卫东
日播时尚集团股份有限公司的中文简称？,日播时尚
北京中科金财科技股份有限公司的股东有哪些?,青岛城投金融控股集团有限公司、华融国际信托有限责任公司、国盛证券有限责任公司、天津滨河数据信息技术有限公司、刘开同、朱烨东、沈飒、赫喆、杨承宏、董书倩
北京中科金财科技股份有限公司的公司地址？,北京市海淀区学院路39号唯实大厦1006室
北京中科金财科技股份有限公司的证券代码是？,002657
北京中科金财科技股份有限公司的法人代表？,朱烨东
北京中科金财科技股份有限公司的中文简称？,中科金财
苏州欧菲特电子股份有限公司的股东有哪些?,昆山通测投资管理企业(有限合伙)、昆山妙徼投资管理企业(有限合伙)、丁森、金囡英、柳凤珍
苏州欧菲特电子股份有限公司的公司地址？,江苏省昆山市花桥镇横塘路55号2号房
苏州欧菲特电子股份有限公司的证券代码是？,836284
苏州欧菲特电子股份有限公司的法人代表？,丁森
苏州欧菲特电子股份有限公司的中文简称？,欧 菲 特
葫芦岛锌业股份有限公司的股东有哪些?,中国证券金融股份有限公司、中冶葫芦岛有色金属集团有限公司、常卫国、刘志刚、陈奇恩、王大伟、纪彦禹、曾凡启、宋玉荣、郑通韩
葫芦岛锌业股份有限公司的公司地址？,辽宁省葫芦岛市龙港区锌厂路24号
葫芦岛锌业股份有限公司的证券代码是？,000751
葫芦岛锌业股份有限公司的法人代表？,于恩沅
葫芦岛锌业股份有限公司的中文简称？,锌业股份
成都泰合健康科技集团股份有限公司的股东有哪些?,四川中意智创科技股份有限公司、四川华神集团股份有限公司、曹立恒、黄益中、丁书干、王安全、林洁君、赵顺斌、余浩鑫
成都泰合健康科技集团股份有限公司的公司地址？,成都市高新区蜀新大道1168号
成都泰合健康科技集团股份有限公司的证券代码是？,000790
成都泰合健康科技集团股份有限公司的法人代表？,李小平(代)
成都泰合健康科技集团股份有限公司的中文简称？,泰合健康
江西润心科技股份有限公司的股东有哪些?,江西晶粹投资控股有限公司、青龙高科技股份有限公司、宋青婷、张绍良、宋玉
江西润心科技股份有限公司的公司地址？,江西省宜春经济技术开发区春航路1号
江西润心科技股份有限公司的证券代码是？,870165
江西润心科技股份有限公司的法人代表？,宋青
江西润心科技股份有限公司的中文简称？,润心科技
山东玲珑轮胎股份有限公司的股东有哪些?,中基兰德(北京)投资顾问有限公司、玲珑集团有限公司、香港中央结算有限公司、英诚贸易有限公司、机茂有限公司、丰隆集团有限公司、山东玲珑轮胎股份有限公司回购专用证券账户、科威特政府投资局-自由资金、国富中小盘、国富弹性
山东玲珑轮胎股份有限公司的公司地址？,山东省招远市金龙路777号
山东玲珑轮胎股份有限公司的证券代码是？,601966
山东玲珑轮胎股份有限公司的法人代表？,王锋
山东玲珑轮胎股份有限公司的中文简称？,玲珑轮胎
大连三环复合材料技术开发股份有限公司的股东有哪些?,大连信声咨询有限公司、魏东、王子明、魏柏林、徐龙
大连三环复合材料技术开发股份有限公司的公司地址？,辽宁省大连市金普新区三十里堡临港工业区海顺路25号
大连三环复合材料技术开发股份有限公司的证券代码是？,871239
大连三环复合材料技术开发股份有限公司的法人代表？,魏东
大连三环复合材料技术开发股份有限公司的中文简称？,三环复材
安徽环球药业股份有限公司的股东有哪些?,江苏高投创新价值创业投资合伙企业(有限合伙)、安徽坤泓医药科技投资有限公司、王召、张沭、王刚
安徽环球药业股份有限公司的公司地址？,安徽省蚌埠市黄山大道3809号
安徽环球药业股份有限公司的证券代码是？,835037
安徽环球药业股份有限公司的法人代表？,王祥
安徽环球药业股份有限公司的中文简称？,环球药业
北京成翼文化传媒股份有限公司的股东有哪些?,北京成翼兄弟文化信息咨询中心(有限合伙)、陆建、高鹏、杨煜旻
北京成翼文化传媒股份有限公司的公司地址？,北京市朝阳区酒仙桥东路10号青麦时代1层111室
北京成翼文化传媒股份有限公司的证券代码是？,870228
北京成翼文化传媒股份有限公司的法人代表？,陆建
北京成翼文化传媒股份有限公司的中文简称？,成翼传媒
安徽省文胜生物工程股份有限公司的股东有哪些?,安徽丰创生物技术产业创业投资有限公司、安徽安华创新风险投资基金有限公司、阜阳安元投资基金有限公司、李文胜、赵琳丽
安徽省文胜生物工程股份有限公司的公司地址？,阜阳市颍州经济开发区新安大道1259号
安徽省文胜生物工程股份有限公司的证券代码是？,833921
安徽省文胜生物工程股份有限公司的法人代表？,李文胜
安徽省文胜生物工程股份有限公司的中文简称？,文胜生物
新城控股集团股份有限公司的股东有哪些?,常州德润咨询管理有限公司、中国证券金融股份有限公司、香港中央结算有限公司、富域发展集团有限公司、新城控股集团股份有限公司回购专用证券账户、王佐宇
新城控股集团股份有限公司的公司地址？,上海市普陀区中江路388弄6号新城控股大厦A座
新城控股集团股份有限公司的证券代码是？,601155
新城控股集团股份有限公司的法人代表？,王晓松
新城控股集团股份有限公司的中文简称？,新城控股
内蒙古兰太实业股份有限公司的股东有哪些?,中盐吉兰泰盐化集团有限公司、法国兴业银行、冯建屏、赵昌富、吴彬、郑潇潇、徐锡娟
内蒙古兰太实业股份有限公司的公司地址？,内蒙古阿拉善左旗乌斯太镇阿拉善经济开发区
内蒙古兰太实业股份有限公司的证券代码是？,600328
内蒙古兰太实业股份有限公司的法人代表？,李德禄
内蒙古兰太实业股份有限公司的中文简称？,兰太实业
芜湖福民生物药业股份有限公司的股东有哪些?,吴菊坤、姚金荣、郑志强、苏福男
芜湖福民生物药业股份有限公司的公司地址？,芜湖市弋江区征帆路2号
芜湖福民生物药业股份有限公司的证券代码是？,870255
芜湖福民生物药业股份有限公司的法人代表？,苏福男
芜湖福民生物药业股份有限公司的中文简称？,福民生物
上海泰胜风能装备股份有限公司的股东有哪些?,宁波梅山保税港区丰年君悦投资合伙企业(有限合伙)、宁波丰年君盛投资合伙企业(有限合伙)、中庚小盘价值、黄京明、窦建荣、柳志成、张锦楠、张福林、夏权光
上海泰胜风能装备股份有限公司的公司地址？,上海市金山区卫清东路1988号
上海泰胜风能装备股份有限公司的证券代码是？,300129
上海泰胜风能装备股份有限公司的法人代表？,张福林
上海泰胜风能装备股份有限公司的中文简称？,泰胜风能
江苏恩华药业股份有限公司的股东有哪些?,徐州恩华投资有限公司、香港中央结算有限公司、挪威中央银-自有资金、张旭、付卿、孙彭生、杨自亮、陈增良、马武生
江苏恩华药业股份有限公司的公司地址？,江苏省徐州市民主南路69号恩华大厦
江苏恩华药业股份有限公司的证券代码是？,002262
江苏恩华药业股份有限公司的法人代表？,孙彭生
江苏恩华药业股份有限公司的中文简称？,恩华药业
青岛蔚蓝生物股份有限公司的股东有哪些?,青岛康地恩实业有限公司、青岛康煜投资有限公司、桑歆、刘鲁民、董红、彭剑锋、陈刚、贾德强、张望舒、马向东
青岛蔚蓝生物股份有限公司的公司地址？,山东省青岛市崂山区苗岭路29号山东高速大厦12A
青岛蔚蓝生物股份有限公司的证券代码是？,603739
青岛蔚蓝生物股份有限公司的法人代表？,黄炳亮
青岛蔚蓝生物股份有限公司的中文简称？,蔚蓝生物
浙江东阳天沐影业股份有限公司的股东有哪些?,杨春燕、孙宏、孙杰、张琪、韦晋剑
浙江东阳天沐影业股份有限公司的公司地址？,北京市朝阳区光华路2号阳光100国际公寓D座1102室
浙江东阳天沐影业股份有限公司的证券代码是？,871019
浙江东阳天沐影业股份有限公司的法人代表？,孙杰
浙江东阳天沐影业股份有限公司的中文简称？,天沐影业
上海丁义兴食品股份有限公司的股东有哪些?,上海圣高投资管理有限公司、上海博多投资有限公司、上海市金山区供销合作社、林星、吉虹
